Age [ka BP]	Depth ice/snow [m]	Age [year AD]	Depth top [m]	Depth bot [m]	d18O H2O [per mil SMOW]	Acc rate ice [kg/m**2/a]
0.998	95.123000	952	95.09100	95.15500	-44.65	54.22
0.999	95.195000	951	95.15500	95.23500	-44.23	68.13
1.000	95.271000	950	95.23500	95.30700	-44.27	61.74
1.001	95.336500	949	95.30700	95.36600	-44.54	50.25
1.002	95.395500	948	95.36600	95.42500	-44.56	49.80
1.003	95.457000	947	95.42500	95.48900	-44.37	54.61
1.004	95.525500	946	95.48900	95.56200	-44.24	62.72
1.005	95.588500	945	95.56200	95.61500	-44.47	45.14
1.006	95.663000	944	95.61500	95.71100	-44.56	81.43
1.007	95.757500	943	95.71100	95.80400	-44.43	79.69
1.008	95.835500	942	95.80400	95.86700	-44.62	54.22
1.009	95.919500	941	95.86700	95.97200	-44.50	89.67
1.010	96.010000	940	95.97200	96.04800	-44.65	64.81
1.011	96.083000	939	96.04800	96.11800	-44.97	60.03
1.012	96.153000	938	96.11800	96.18800	-45.19	60.07
1.013	96.212000	937	96.18800	96.23600	-44.91	41.36
1.014	96.269000	936	96.23600	96.30200	-44.42	57.36
1.015	96.328500	935	96.30200	96.35500	-44.27	45.07
1.016	96.375000	934	96.35500	96.39500	-44.45	34.33
1.017	96.416000	933	96.39500	96.43700	-44.67	36.05
1.018	96.462000	932	96.43700	96.48700	-44.61	42.92
1.019	96.528500	931	96.48700	96.57000	-44.47	71.16
1.020	96.608000	930	96.57000	96.64600	-44.76	65.47
1.021	96.676500	929	96.64600	96.70700	-44.96	52.25
1.022	96.733000	928	96.70700	96.75900	-44.81	44.76
1.023	96.789500	927	96.75900	96.82000	-44.62	51.79
1.024	96.857500	926	96.82000	96.89500	-44.85	64.58
1.025	96.936500	925	96.89500	96.97800	-45.19	71.32
1.026	97.030500	924	96.97800	97.08300	-44.80	89.89
1.027	97.120500	923	97.08300	97.15800	-44.19	64.53
1.028	97.188000	922	97.15800	97.21800	-44.26	51.01
1.029	97.251500	921	97.21800	97.28500	-44.69	57.68
1.030	97.332500	920	97.28500	97.38000	-45.16	81.38
1.031	97.418000	919	97.38000	97.45600	-44.95	65.42
1.032	97.480500	918	97.45600	97.50500	-44.51	42.34
1.033	97.539000	917	97.50500	97.57300	-44.01	58.69
1.034	97.612000	916	97.57300	97.65100	-44.33	67.25
1.035	97.693000	915	97.65100	97.73500	-45.39	72.21
1.036	97.769500	914	97.73500	97.80400	-45.88	59.36
1.037	97.859500	913	97.80400	97.91500	-45.13	95.81
1.038	97.951000	912	97.91500	97.98700	-44.43	62.25
1.039	98.019500	911	97.98700	98.05200	-44.23	56.00
1.040	98.107500	910	98.05200	98.16300	-44.39	95.26
1.041	98.193500	909	98.16300	98.22400	-44.61	52.34
1.042	98.250500	908	98.22400	98.27700	-44.89	45.89
1.043	98.305000	907	98.27700	98.33300	-45.25	47.92
1.044	98.361500	906	98.33300	98.39000	-45.33	49.36
1.045	98.417500	905	98.39000	98.44500	-44.84	47.40
1.046	98.490000	904	98.44500	98.53500	-43.93	77.53
1.047	98.576500	903	98.53500	98.61800	-43.95	70.97
1.048	98.647000	902	98.61800	98.67600	-44.87	50.00
1.049	98.708500	901	98.67600	98.74100	-45.51	56.16
1.050	98.774500	900	98.74100	98.80800	-45.61	56.95
1.051	98.856000	899	98.80800	98.90400	-45.25	82.67
1.052	98.938500	898	98.90400	98.97300	-44.71	59.77
1.053	99.006500	897	98.97300	99.04000	-43.82	57.33
1.054	99.081000	896	99.04000	99.12200	-44.27	70.97
1.055	99.158000	895	99.12200	99.19400	-44.49	61.66
1.056	99.224500	894	99.19400	99.25500	-44.87	52.75
1.057	99.290000	893	99.25500	99.32500	-45.10	59.85
1.058	99.349000	892	99.32500	99.37300	-45.30	41.83
1.059	99.392000	891	99.37300	99.41100	-45.44	32.88
1.060	99.437500	890	99.41100	99.46400	-45.77	45.26
1.061	99.499000	889	99.46400	99.53400	-45.98	60.38
1.062	99.570000	888	99.53400	99.60600	-45.46	62.57
1.063	99.645000	887	99.60600	99.68400	-44.70	66.89
1.064	99.710500	886	99.68400	99.73700	-44.49	46.04
1.065	99.767000	885	99.73700	99.79700	-44.67	51.65
1.066	99.833500	884	99.79700	99.87000	-44.87	63.38
1.067	99.900000	883	99.87000	99.93000	-45.34	51.86
1.068	99.964000	882	99.93000	99.99800	-45.75	58.84
1.069	100.040000	881	99.99800	100.08200	-46.02	72.23
1.070	100.115000	880	100.08200	100.14700	-45.71	56.87
1.071	100.199000	879	100.14700	100.25100	-44.89	89.62
1.072	100.290000	878	100.25100	100.32800	-44.32	66.58
1.073	100.370000	877	100.32800	100.41200	-45.45	72.72
1.074	100.448000	876	100.41200	100.48400	-45.93	61.80
1.075	100.510000	875	100.48400	100.53700	-45.82	46.02
1.076	100.562000	874	100.53700	100.58700	-45.16	43.27
1.077	100.626000	873	100.58700	100.66400	-44.71	66.31
1.078	100.709000	872	100.66400	100.75400	-44.31	77.94
1.079	100.799000	871	100.75400	100.84400	-44.98	77.96
1.080	100.893000	870	100.84400	100.94200	-45.51	85.55
1.081	100.968000	869	100.94200	100.99300	-44.97	43.32
1.082	101.020000	868	100.99300	101.04800	-44.63	47.66
1.083	101.073000	867	101.04800	101.09900	-44.49	44.41
1.084	101.145000	866	101.09900	101.19200	-44.75	81.24
1.085	101.225000	865	101.19200	101.25700	-45.57	55.72
1.086	101.278000	864	101.25700	101.30000	-45.67	37.14
1.087	101.325000	863	101.30000	101.34900	-45.54	42.59
1.088	101.379000	862	101.34900	101.40800	-45.39	50.98
1.089	101.438000	861	101.40800	101.46700	-45.20	52.09
1.090	101.499000	860	101.46700	101.53000	-45.07	54.29
1.091	101.567000	859	101.53000	101.60500	-45.09	65.19
1.092	101.641000	858	101.60500	101.67600	-44.88	62.18
1.093	101.715000	857	101.67600	101.75400	-44.32	67.32
1.094	101.787000	856	101.75400	101.82000	-43.86	57.44
1.095	101.859000	855	101.82000	101.89700	-44.16	67.39
1.096	101.951000	854	101.89700	102.00500	-44.54	93.59
1.097	102.041000	853	102.00500	102.07700	-44.26	63.03
1.098	102.124000	852	102.07700	102.17200	-45.02	82.48
1.099	102.233000	851	102.17200	102.29300	-45.18	104.47
1.100	102.319000	850	102.29300	102.34500	-45.21	45.64
1.101	102.371000	849	102.34500	102.39700	-45.61	45.24
1.102	102.427000	848	102.39700	102.45800	-46.11	52.74
1.103	102.492000	847	102.45800	102.52500	-46.82	58.63
1.104	102.563000	846	102.52500	102.60100	-47.06	66.19
1.105	102.635000	845	102.60100	102.67000		60.29
1.106	102.711000	844	102.67000	102.75200		70.81
1.107	102.784000	843	102.75200	102.81500	-46.19	54.91
1.108	102.850000	842	102.81500	102.88500		61.25
1.109	102.933000	841	102.88500	102.98000	-46.02	82.74
1.110	103.007000	840	102.98000	103.03500	-45.92	47.90
1.111	103.065000	839	103.03500	103.09500	-45.75	52.24
1.112	103.132000	838	103.09500	103.16900	-45.24	64.19
1.113	103.211000	837	103.16900	103.25300	-44.12	72.95
1.114	103.284000	836	103.25300	103.31400	-43.32	53.64
1.115	103.336000	835	103.31400	103.35800	-43.15	38.50
1.116	103.381000	834	103.35800	103.40400	-43.28	40.00
1.117	103.440000	833	103.40400	103.47600	-43.49	62.45
1.118	103.510000	832	103.47600	103.54500	-43.98	60.70
1.119	103.574000	831	103.54500	103.60300	-44.53	49.88
1.120	103.642000	830	103.60300	103.68100	-44.88	68.61
1.121	103.709000	829	103.68100	103.73700	-45.05	48.58
1.122	103.764000	828	103.73700	103.79200	-44.89	47.74
1.123	103.823000	827	103.79200	103.85500	-44.87	55.34
1.124	103.878000	826	103.85500	103.90100	-45.04	40.26
1.125	103.926000	825	103.90100	103.95100	-45.08	43.32
1.126	103.972000	824	103.95100	103.99400	-44.82	37.89
1.127	104.022000	823	103.99400	104.05000	-43.92	48.55
1.128	104.082000	822	104.05000	104.11500	-43.11	56.63
1.129	104.150000	821	104.11500	104.18400	-43.36	60.45
1.130	104.211000	820	104.18400	104.23800	-44.46	46.22
1.131	104.264000	819	104.23800	104.29100	-45.05	46.65
1.132	104.319000	818	104.29100	104.34700	-45.62	48.37
1.133	104.374000	817	104.34700	104.40100	-45.54	46.92
1.134	104.430000	816	104.40100	104.46000	-45.13	51.80
1.135	104.493000	815	104.46000	104.52700		58.84
1.136	104.575000	814	104.52700	104.62200	-43.93	82.87
1.137	104.675000	813	104.62200	104.72800	-43.63	91.63
1.138	104.768000	812	104.72800	104.80800	-43.20	69.90
1.139	104.834000	811	104.80800	104.86000	-43.11	45.76
1.140	104.891000	810	104.86000	104.92300	-43.19	54.57
1.141	104.960000	809	104.92300	104.99600	-43.48	63.78
1.142	105.037000	808	104.99600	105.07700	-44.38	71.59
1.143	105.116000	807	105.07700	105.15500	-45.31	67.71
1.144	105.175000	806	105.15500	105.19600		35.95
1.145	105.219000	805	105.19600	105.24300	-45.76	40.97
1.146	105.272000	804	105.24300	105.30200	-45.49	51.28
1.147	105.342000	803	105.30200	105.38200	-44.43	70.67
1.148	105.432000	802	105.38200	105.48200	-43.37	87.48
1.149	105.526000	801	105.48200	105.57100	-43.85	77.69
1.150	105.602000	800	105.57100	105.63200	-44.93	53.60
1.151	105.658000	799	105.63200	105.68400	-45.32	44.92
1.152	105.715000	798	105.68400	105.74600	-45.40	54.61
1.153	105.781000	797	105.74600	105.81600		61.37
1.154	105.850000	796	105.81600	105.88300	-45.64	58.61
1.155	105.927000	795	105.88300	105.97000	-45.15	76.27
1.156	106.007000	794	105.97000	106.04400	-44.81	65.11
1.157	106.075000	793	106.04400	106.10600	-44.47	54.38
1.158	106.132000	792	106.10600	106.15900	-44.06	46.27
1.159	106.183000	791	106.15900	106.20600	-43.65	41.44
1.160	106.234000	790	106.20600	106.26300	-43.39	49.58
1.161	106.296000	789	106.26300	106.32900	-43.65	57.68
1.162	106.367000	788	106.32900	106.40500	-44.34	66.84
1.163	106.434000	787	106.40500	106.46300	-44.76	50.41
1.164	106.497000	786	106.46300	106.53100	-44.54	60.27
1.165	106.567000	785	106.53100	106.60200	-44.63	62.31
1.166	106.648000	784	106.60200	106.69400	-44.58	80.16
1.167	106.737000	783	106.69400	106.77900	-43.93	74.53
1.168	106.806000	782	106.77900	106.83400	-43.14	48.51
1.169	106.859000	781	106.83400	106.88500	-42.86	44.66
1.170	106.915000	780	106.88500	106.94500	-43.49	52.24
1.171	106.975000	779	106.94500	107.00500	-44.41	52.98
1.172	107.039000	778	107.00500	107.07300	-45.26	59.79
1.173	107.102000	777	107.07300	107.13000	-45.39	49.82
1.174	107.158000	776	107.13000	107.18600	-45.82	49.33
1.175	107.227000	775	107.18600	107.26800	-45.79	71.26
1.176	107.299000	774	107.26800	107.32900	-45.61	54.06
1.177	107.363000	773	107.32900	107.39700	-46.00	59.21
1.178	107.449000	772	107.39700	107.50100	-46.38	91.19
1.179	107.541000	771	107.50100	107.58200	-46.20	71.23
1.180	107.612000	770	107.58200	107.64200	-45.95	52.86
1.181	107.681000	769	107.64200	107.72100	-45.73	69.09
1.182	107.757000	768	107.72100	107.79400	-45.82	64.07
1.183	107.828000	767	107.79400	107.86100	-45.89	59.25
1.184	107.888000	766	107.86100	107.91600	-45.30	48.28
1.185	107.960000	765	107.91600	108.00400	-44.48	76.96
1.186	108.036000	764	108.00400	108.06800	-44.01	56.17
1.187	108.093000	763	108.06800	108.11800	-44.42	43.52
1.188	108.151000	762	108.11800	108.18400	-44.77	58.53
1.189	108.210000	761	108.18400	108.23700	-44.41	46.59
1.190	108.271000	760	108.23700	108.30500	-43.70	59.48
1.191	108.344000	759	108.30500	108.38200		67.53
1.192	108.417000	758	108.38200	108.45200	-44.17	61.96
1.193	108.485000	757	108.45200	108.51800	-45.23	57.07
1.194	108.547000	756	108.51800	108.57700	-45.82	52.67
1.195	108.618000	755	108.57700	108.65800	-45.63	70.45
1.196	108.688000	754	108.65800	108.71700	-45.10	52.47
1.197	108.754000	753	108.71700	108.79000	-45.06	63.66
1.198	108.812000	752	108.79000	108.83500	-45.53	39.51
1.199	108.863000	751	108.83500	108.89100	-46.11	49.17
1.200	108.934000	750	108.89100	108.97800	-47.06	75.95
1.201	109.016000	749	108.97800	109.05500	-46.81	68.05
1.202	109.078000	748	109.05500	109.10100	-45.63	40.52
1.203	109.128000	747	109.10100	109.15500	-45.08	47.29
1.204	109.180000	746	109.15500	109.20500	-44.90	43.91
1.205	109.242000	745	109.20500	109.27900	-44.92	64.70
1.206	109.309000	744	109.27900	109.34000	-44.51	53.85
1.207	109.370000	743	109.34000	109.40000	-43.97	52.70
1.208	109.431000	742	109.40000	109.46300	-44.10	54.89
1.209	109.492000	741	109.46300	109.52100	-44.55	51.30
1.210	109.547000	740	109.52100	109.57300	-44.73	45.30
1.211	109.623000	739	109.57300	109.67300	-44.48	87.83
1.212	109.706000	738	109.67300	109.73900	-44.47	58.49
1.213	109.771000	737	109.73900	109.80300	-44.38	55.89
1.214	109.841000	736	109.80300	109.87800	-43.92	65.68
1.215	109.922000	735	109.87800	109.96700	-43.96	79.04
1.216	110.013000	734	109.96700	110.06000	-44.47	81.23
1.217	110.100000	733	110.06000	110.13900	-45.22	69.70
1.218	110.167000	732	110.13900	110.19500	-45.50	49.16
1.219	110.231000	731	110.19500	110.26800	-45.59	63.31
1.220	110.304000	730	110.26800	110.34000	-45.47	63.63
1.221	110.373000	729	110.34000	110.40500	-45.05	57.31
1.222	110.482000	728	110.40500	110.55900	-44.08	134.76
1.223	110.614000	727	110.55900	110.66800	-43.29	95.54
1.224	110.716000	726	110.66800	110.76400	-43.82	84.57
1.225	110.794000	725	110.76400	110.82500	-44.53	53.65
1.226	110.852000	724	110.82500	110.87800	-44.54	46.51
1.227	110.913000	723	110.87800	110.94800	-44.12	61.10
1.228	110.987000	722	110.94800	111.02600	-44.07	68.80
1.229	111.058000	721	111.02600	111.09100	-44.39	56.57
1.230	111.135000	720	111.09100	111.17800		76.34
1.231	111.227000	719	111.17800	111.27600	-44.68	85.35
1.232	111.318000	718	111.27600	111.36000	-45.43	74.14
1.233	111.382000	717	111.36000	111.40300	-45.69	37.52
1.234	111.432000	716	111.40300	111.46100	-45.91	50.83
1.235	111.489000	715	111.46100	111.51600	-45.41	48.18
1.236	111.561000	714	111.51600	111.60500	-45.21	77.78
1.237	111.642000	713	111.60500	111.68000	-45.41	65.75
1.238	111.713000	712	111.68000	111.74700	-45.39	58.48
1.239	111.784000	711	111.74700	111.82100	-45.40	65.03
1.240	111.849000	710	111.82100	111.87600	-45.89	48.59
1.241	111.903000	709	111.87600	111.93000	-46.28	47.27
1.242	111.968000	708	111.93000	112.00500	-46.43	65.86
1.243	112.046000	707	112.00500	112.08700	-46.54	72.17
1.244	112.126000	706	112.08700	112.16600	-46.79	69.10
1.245	112.190000	705	112.16600	112.21400	-46.27	42.49
1.246	112.247000	704	112.21400	112.28000	-45.46	57.97
1.247	112.311000	703	112.28000	112.34100	-45.45	53.81
1.248	112.368000	702	112.34100	112.39400	-45.82	46.14
1.249	112.423000	701	112.39400	112.45200	-46.32	51.21
1.250	112.487000	700	112.45200	112.52100	-46.49	61.18
1.251	112.558000	699	112.52100	112.59500	-46.43	65.22
1.252	112.632000	698	112.59500	112.66800	-46.03	63.64
1.253	112.696000	697	112.66800	112.72400	-45.46	49.58
1.254	112.749000	696	112.72400	112.77400	-45.03	44.09
1.255	112.805000	695	112.77400	112.83500	-44.57	54.02
1.256	112.873000	694	112.83500	112.91100	-43.91	67.26
1.257	112.946000	693	112.91100	112.98100	-43.26	61.76
1.258	113.020000	692	112.98100	113.05900	-43.24	68.38
1.259	113.093000	691	113.05900	113.12700	-44.15	60.12
1.260	113.151000	690	113.12700	113.17600	-45.20	43.53
1.261	113.210000	689	113.17600	113.24500	-46.21	60.51
1.262	113.268000	688	113.24500	113.29100	-46.46	40.57
1.263	113.330000	687	113.29100	113.36900	-45.71	69.38
1.264	113.412000	686	113.36900	113.45500	-44.46	75.68
1.265	113.495000	685	113.45500	113.53500	-43.71	70.65
1.266	113.562000	684	113.53500	113.58900	-43.52	47.85
1.267	113.626000	683	113.58900	113.66200	-43.40	63.96
1.268	113.696000	682	113.66200	113.73000	-43.75	60.43
1.269	113.760000	681	113.73000	113.79000	-44.55	53.00
1.270	113.827000	680	113.79000	113.86400	-44.92	65.79
1.271	113.901000	679	113.86400	113.93800	-44.64	64.54
1.272	113.972000	678	113.93800	114.00700	-44.62	61.75
1.273	114.041000	677	114.00700	114.07500	-44.72	59.77
1.274	114.103000	676	114.07500	114.13000	-44.66	48.62
1.275	114.169000	675	114.13000	114.20800	-44.50	69.01
1.276	114.254000	674	114.20800	114.29900	-43.78	80.81
1.277	114.332000	673	114.29900	114.36500	-43.99	58.09
1.278	114.398000	672	114.36500	114.43100	-44.84	58.45
1.279	114.463000	671	114.43100	114.49500	-45.49	56.73
1.280	114.527000	670	114.49500	114.55900	-46.13	56.36
1.281	114.600000	669	114.55900	114.64100	-46.09	72.65
1.282	114.674000	668	114.64100	114.70600	-45.56	57.30
1.283	114.736000	667	114.70600	114.76600	-45.49	53.17
1.284	114.790000	666	114.76600	114.81500	-45.71	43.26
1.285	114.852000	665	114.81500	114.88800	-45.43	64.89
1.286	114.924000	664	114.88800	114.96000	-44.66	63.43
1.287	115.013000	663	114.96000	115.06700	-44.96	94.98
1.288	115.147000	662	115.06700	115.22700	-47.71	141.13
1.289	115.264000	661	115.22700	115.30200	-48.04	66.84
1.290	115.332000	660	115.30200	115.36100	-46.90	52.32
1.291	115.386000	659	115.36100	115.41200	-46.03	45.39
1.292	115.439000	658	115.41200	115.46700	-45.46	48.72
1.293	115.492000	657	115.46700	115.51700	-44.90	44.22
1.294	115.560000	656	115.51700	115.60300	-43.92	76.17
1.295	115.624000	655	115.60300	115.64500	-43.49	36.73
1.296	115.680000	654	115.64500	115.71500	-43.83	62.18
1.297	115.746000	653	115.71500	115.77800	-44.97	55.91
1.298	115.799000	652	115.77800	115.82000	-46.03	37.15
1.299	115.846000	651	115.82000	115.87200	-46.66	46.07
1.300	115.913000	650	115.87200	115.95500	-46.48	73.60
1.301	116.005000	649	115.95500	116.05500	-46.56	88.66
1.302	116.087000	648	116.05500	116.11800	-47.04	56.08
1.303	116.141000	647	116.11800	116.16300	-47.06	39.35
1.304	116.186000	646	116.16300	116.21000	-46.84	42.03
1.305	116.245000	645	116.21000	116.28000	-46.23	62.09
1.306	116.309000	644	116.28000	116.33900	-45.72	52.42
1.307	116.365000	643	116.33900	116.39000	-45.69	45.16
1.308	116.420000	642	116.39000	116.45000	-45.71	53.56
1.309	116.485000	641	116.45000	116.52000	-45.31	61.78
1.310	116.558000	640	116.52000	116.59500	-45.43	66.56
1.311	116.635000	639	116.59500	116.67500	-45.09	71.00
1.312	116.713000	638	116.67500	116.75000	-45.66	66.45
1.313	116.779000	637	116.75000	116.80800	-46.18	51.48
1.314	116.831000	636	116.80800	116.85400	-46.51	40.58
1.315	116.889000	635	116.85400	116.92500	-46.35	63.82
1.316	116.967000	634	116.92500	117.00900	-45.83	74.34
1.317	117.034000	633	117.00900	117.06000	-44.21	45.14
1.318	117.091000	632	117.06000	117.12300	-44.29	55.84
1.319	117.153000	631	117.12300	117.18300	-44.73	53.81
1.320	117.212000	630	117.18300	117.24100	-45.37	51.45
1.321	117.272000	629	117.24100	117.30200	-45.73	54.29
1.322	117.329000	628	117.30200	117.35600	-45.46	47.78
1.323	117.381000	627	117.35600	117.40600	-45.15	44.55
1.324	117.435000	626	117.40600	117.46400	-45.21	50.89
1.325	117.502000	625	117.46400	117.54100	-45.45	68.96
1.326	117.596000	624	117.54100	117.65000	-44.24	96.66
1.327	117.691000	623	117.65000	117.73200	-44.06	73.34
1.328	117.769000	622	117.73200	117.80500	-45.46	64.46
1.329	117.842000	621	117.80500	117.87900	-45.38	65.58
1.330	117.910000	620	117.87900	117.94200	-44.29	56.69
1.331	117.970000	619	117.94200	117.99800	-43.66	49.52
1.332	118.023000	618	117.99800	118.04800	-43.53	44.19
1.333	118.094000	617	118.04800	118.14000	-43.48	81.97
1.334	118.184000	616	118.14000	118.22900	-44.15	78.96
1.335	118.255000	615	118.22900	118.28100	-45.12	46.46
1.336	118.303000	614	118.28100	118.32600	-45.64	39.87
1.337	118.352000	613	118.32600	118.37700	-46.07	45.96
1.338	118.406000	612	118.37700	118.43500		51.25
1.339	118.466000	611	118.43500	118.49600	-45.81	54.24
1.340	118.529000	610	118.49600	118.56200	-44.97	58.44
1.341	118.591000	609	118.56200	118.62000	-44.79	52.02
1.342	118.648000	608	118.62000	118.67700	-44.86	50.35
1.343	118.707000	607	118.67700	118.73700	-44.79	53.95
1.344	118.778000	606	118.73700	118.82000	-44.53	73.79
1.345	118.868000	605	118.82000	118.91500	-44.02	84.61
1.346	118.954000	604	118.91500	118.99200	-43.28	68.45
1.347	119.028000	603	118.99200	119.06300	-43.38	62.95
1.348	119.093000	602	119.06300	119.12200	-44.16	53.19
1.349	119.147000	601	119.12200	119.17300	-45.28	44.83
1.350	119.204000	600	119.17300	119.23500	-46.09	55.91
1.351	119.264000	599	119.23500	119.29400	-46.24	52.57
1.352	119.327000	598	119.29400	119.36000	-45.91	58.80
1.353	119.398000	597	119.36000	119.43700	-45.66	68.31
1.354	119.502000	596	119.43700	119.56700	-45.38	116.51
1.355	119.615000	595	119.56700	119.66400	-44.36	85.83
1.356	119.695000	594	119.66400	119.72700	-43.86	56.55
1.357	119.753000	593	119.72700	119.77900	-43.32	46.29
1.358	119.803000	592	119.77900	119.82800	-43.69	43.37
1.359	119.853000	591	119.82800	119.87800	-44.19	45.11
1.360	119.915000	590	119.87800	119.95100	-44.75	65.03
1.361	119.990000	589	119.95100	120.02900	-45.57	69.10
1.362	120.058000	588	120.02900	120.08600	-45.85	51.27
1.363	120.111000	587	120.08600	120.13600	-45.48	44.58
1.364	120.169000	586	120.13600	120.20200	-44.92	58.18
1.365	120.231000	585	120.20200	120.26100	-44.86	52.94
1.366	120.293000	584	120.26100	120.32500	-45.04	57.17
1.367	120.365000	583	120.32500	120.40500	-45.35	71.33
1.368	120.445000	582	120.40500	120.48500	-45.56	71.33
1.369	120.525000	581	120.48500	120.56400	-45.44	70.51
1.370	120.595000	580	120.56400	120.62600		54.83
1.371	120.650000	579	120.62600	120.67300	-46.04	42.14
1.372	120.700000	578	120.67300	120.72600	-46.19	47.43
1.373	120.759000	577	120.72600	120.79200	-46.31	58.44
1.374	120.823000	576	120.79200	120.85300	-46.04	54.30
1.375	120.876000	575	120.85300	120.89900	-45.62	41.64
1.376	120.928000	574	120.89900	120.95700	-45.29	51.42
1.377	120.980000	573	120.95700	121.00300	-44.97	40.83
1.378	121.034000	572	121.00300	121.06500	-44.93	55.17
1.379	121.094000	571	121.06500	121.12300	-45.37	51.94
1.380	121.150000	570	121.12300	121.17700	-45.63	48.46
1.381	121.209000	569	121.17700	121.24000	-45.47	55.62
1.382	121.282000	568	121.24000	121.32400	-45.17	74.87
1.383	121.365000	567	121.32400	121.40500	-45.00	72.57
1.384	121.437000	566	121.40500	121.46900	-45.01	56.76
1.385	121.512000	565	121.46900	121.55500	-45.27	77.07
1.386	121.577000	564	121.55500	121.59900	-45.02	39.06
1.387	121.632000	563	121.59900	121.66400	-44.68	58.52
1.388	121.695000	562	121.66400	121.72600	-45.03	55.39
1.389	121.758000	561	121.72600	121.79000	-45.65	57.21
1.390	121.833000	560	121.79000	121.87600	-45.53	76.88
1.391	121.919000	559	121.87600	121.96200	-44.53	76.27
1.392	121.987000	558	121.96200	122.01300	-44.57	45.55
1.393	122.035000	557	122.01300	122.05800	-44.89	40.23
1.394	122.098000	556	122.05800	122.13800	-45.02	71.71
1.395	122.169000	555	122.13800	122.20000	-45.11	55.74
1.396	122.240000	554	122.20000	122.28000	-45.20	71.57
1.397	122.332000	553	122.28000	122.38300	-44.95	92.18
1.398	122.409000	552	122.38300	122.43500	-44.40	46.27
1.399	122.457000	551	122.43500	122.47900	-44.16	39.43
1.400	122.513000	550	122.47900	122.54600	-44.30	60.43
1.401	122.593000	549	122.54600	122.64000	-44.75	84.10
1.402	122.680000	548	122.64000	122.71900	-45.04	70.39
1.403	122.754000	547	122.71900	122.78800	-44.83	61.88
1.404	122.809000	546	122.78800	122.83100	-44.94	39.01
1.405	122.859000	545	122.83100	122.88700	-45.37	49.64
1.406	122.912000	544	122.88700	122.93800	-45.70	45.55
1.407	122.964000	543	122.93800	122.99000	-45.96	46.96
1.408	123.017000	542	122.99000	123.04400	-45.59	48.25
1.409	123.079000	541	123.04400	123.11400	-44.88	63.15
1.410	123.143000	540	123.11400	123.17200	-44.25	51.28
1.411	123.204000	539	123.17200	123.23500	-44.38	57.00
1.412	123.266000	538	123.23500	123.29800	-44.39	55.75
1.413	123.340000	537	123.29800	123.38200	-44.41	75.61
1.414	123.418000	536	123.38200	123.45400	-45.30	64.64
1.415	123.484000	535	123.45400	123.51400	-46.16	53.22
1.416	123.550000	534	123.51400	123.58600	-46.46	64.65
1.417	123.626000	533	123.58600	123.66600	-46.26	71.02
1.418	123.704000	532	123.66600	123.74300	-45.56	69.22
1.419	123.774000	531	123.74300	123.80500	-44.56	55.24
1.420	123.855000	530	123.80500	123.90500	-43.73	89.29
1.421	123.939000	529	123.90500	123.97400	-43.65	61.78
1.422	124.004000	528	123.97400	124.03500	-44.67	53.92
1.423	124.061000	527	124.03500	124.08600	-45.50	46.22
1.424	124.123000	526	124.08600	124.16000	-45.54	65.64
1.425	124.195000	525	124.16000	124.22900	-44.91	61.56
1.426	124.271000	524	124.22900	124.31300	-44.50	75.03
1.427	124.346000	523	124.31300	124.37900	-44.36	59.32
1.428	124.421000	522	124.37900	124.46200	-44.85	74.16
1.429	124.490000	521	124.46200	124.51900	-45.29	51.16
1.430	124.562000	520	124.51900	124.60500	-44.88	76.84
1.431	124.660000	519	124.60500	124.71500	-44.15	98.34
1.432	124.749000	518	124.71500	124.78200	-43.50	60.15
1.433	124.816000	517	124.78200	124.85000	-43.73	60.56
1.434	124.892000	516	124.85000	124.93500	-44.21	76.01
1.435	124.967000	515	124.93500	124.99900	-44.18	57.34
1.436	125.028000	514	124.99900	125.05800	-44.05	52.53
1.437	125.088000	513	125.05800	125.11700	-44.43	52.48
1.438	125.154000	512	125.11700	125.19200	-45.20	67.93
1.439	125.231000	511	125.19200	125.27000	-45.84	69.31
1.440	125.297000	510	125.27000	125.32500	-45.96	49.53
1.441	125.358000	509	125.32500	125.39100	-45.57	58.40
1.442	125.433000	508	125.39100	125.47500	-45.02	75.44
1.443	125.505000	507	125.47500	125.53500	-44.79	53.54
1.444	125.570000	506	125.53500	125.60500	-45.18	62.76
1.445	125.633000	505	125.60500	125.66200	-45.95	51.12
1.446	125.683000	504	125.66200	125.70500	-46.25	38.35
1.447	125.727000	503	125.70500	125.74900	-45.81	39.14
1.448	125.784000	502	125.74900	125.81800	-44.85	62.10
1.449	125.865000	501	125.81800	125.91200	-43.93	83.53
1.450	125.941000	500	125.91200	125.97000	-44.51	52.67
1.451	125.995000	499	125.97000	126.02000	-45.35	44.60
1.452	126.052000	498	126.02000	126.08500	-45.83	58.15
1.453	126.121000	497	126.08500	126.15700	-45.87	64.01
1.454	126.209000	496	126.15700	126.26100	-44.99	93.45
1.455	126.295000	495	126.26100	126.32900	-43.62	60.41
1.456	126.367000	494	126.32900	126.40500	-43.52	68.48
1.457	126.443000	493	126.40500	126.48100	-44.03	68.48
1.458	126.514000	492	126.48100	126.54800	-44.53	59.46
1.459	126.589000	491	126.54800	126.63000	-45.44	73.56
1.460	126.663000	490	126.63000	126.69700	-46.49	60.37
1.461	126.737000	489	126.69700	126.77700	-46.30	70.88
1.462	126.819000	488	126.77700	126.86000	-45.41	74.74
